,ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
1201,T-27d2a6,A-fda07f,21-04-2024,22-04-2024 07:00,31,low,102,-1.0,False
1202,T-f5bee9,A-c16cf7,18-07-2023,20-07-2023 03:00,51,low,124,3.0,False
1203,T-4f404a,A-bb1486,07-03-2024,07-03-2024 02:00,2,high,115,-1.0,False
1204,T-454d17,A-b3fe05,01-09-2023,01-09-2023 17:00,17,urgent,90,3.0,False
1205,T-61208e,A-2789e3,09-10-2024,11-10-2024 19:00,67,medium,3,4.0,False
1206,T-3e18cf,A-35083d,27-09-2024,29-09-2024 12:00,60,high,152,-1.0,False
1207,T-ead922,A-86902e,03-06-2024,03-06-2024 06:00,6,urgent,16,5.0,False
1208,T-da4f37,A-69b156,01-09-2024,01-09-2024 09:00,9,low,161,4.0,False
1209,T-0e6a8b,A-b44e3e,23-06-2024,25-06-2024 23:00,71,medium,66,4.0,False
1210,T-a1bceb,A-3a7284,24-09-2023,25-09-2023 17:00,41,high,105,-1.0,False
1211,T-57367e,A-b3fe05,06-12-2024,08-12-2024 15:00,63,high,39,-1.0,False
1212,T-0aeed3,A-e5d6ab,27-06-2024,28-06-2024 00:00,24,low,151,-1.0,False
1213,T-60c7c9,A-02fac6,17-10-2023,18-10-2023 04:00,28,low,45,-1.0,False
1214,T-c67fd7,A-d3c88e,28-06-2024,30-06-2024 05:00,53,urgent,30,-1.0,False
1215,T-2521f4,A-812c5b,28-08-2024,28-08-2024 14:00,14,urgent,13,-1.0,False
1216,T-2066b3,A-80eeb6,19-05-2023,21-05-2023 02:00,50,urgent,87,3.0,True
1217,T-47940c,A-a865bd,22-11-2024,23-11-2024 18:00,42,medium,34,3.0,False
1218,T-c17382,A-9f0b68,10-05-2024,10-05-2024 04:00,4,urgent,89,3.0,False
1219,T-574fcf,A-09540c,25-03-2023,26-03-2023 03:00,27,medium,106,5.0,False
1220,T-baea58,A-6e08f3,22-08-2024,23-08-2024 23:00,47,low,152,4.0,False
1221,T-136b9e,A-e4144b,06-05-2023,08-05-2023 06:00,54,high,164,-1.0,False
1222,T-14733a,A-0b0d6d,06-05-2023,06-05-2023 16:00,16,high,155,5.0,True
1223,T-2fc301,A-7c4956,10-06-2024,10-06-2024 11:00,11,high,102,4.0,False
1224,T-5f7300,A-54d94a,25-07-2024,27-07-2024 11:00,59,medium,117,-1.0,False
1225,T-d84002,A-1619f8,16-02-2023,18-02-2023 11:00,59,low,2,5.0,False
1226,T-d85104,A-f9cc74,18-06-2024,18-06-2024 23:00,23,low,151,5.0,False
1227,T-b6eb59,A-0532a9,07-09-2024,07-09-2024 17:00,17,medium,4,-1.0,False
1228,T-6c4112,A-bece89,27-02-2024,28-02-2024 20:00,44,urgent,56,-1.0,False
1229,T-da4869,A-342303,11-09-2023,11-09-2023 12:00,12,medium,79,5.0,False
1230,T-81b73d,A-ccc747,28-01-2023,30-01-2023 13:00,61,medium,9,-1.0,False
1231,T-a6e8f4,A-751c58,16-02-2024,18-02-2024 20:00,68,low,172,4.0,False
1232,T-6b989d,A-328bd0,06-09-2024,08-09-2024 17:00,65,high,49,-1.0,False
1233,T-2694cc,A-2ebb4b,03-07-2023,05-07-2023 03:00,51,high,124,3.0,False
1234,T-60bb06,A-417d2f,20-11-2024,22-11-2024 08:00,56,low,144,-1.0,False
1235,T-e733d2,A-c1dfe1,09-05-2023,11-05-2023 05:00,53,low,133,-1.0,False
1236,T-1103cb,A-40906c,01-08-2024,01-08-2024 05:00,5,low,113,5.0,False
1237,T-7a5dca,A-d792a6,02-11-2023,04-11-2023 19:00,67,high,28,-1.0,False
1238,T-9b4be2,A-1b7577,08-04-2024,09-04-2024 18:00,42,low,112,5.0,False
1239,T-4d5634,A-13466a,04-11-2024,06-11-2024 23:00,71,medium,76,3.0,True
1240,T-06d051,A-cc1d8d,24-01-2024,24-01-2024 01:00,1,medium,94,-1.0,False
1241,T-f62fdf,A-854864,24-02-2023,24-02-2023 12:00,12,high,23,4.0,False
1242,T-f255e4,A-40a557,08-01-2023,09-01-2023 05:00,29,medium,146,3.0,False
1243,T-fad580,A-410e86,04-12-2023,06-12-2023 09:00,57,low,103,3.0,False
1245,T-7d4d61,A-4f18f0,11-06-2024,13-06-2024 23:00,71,urgent,75,5.0,False
1246,T-659542,A-443f6f,18-03-2024,18-03-2024 13:00,13,low,167,4.0,False
1247,T-742d41,A-149a69,27-09-2024,27-09-2024 09:00,9,medium,63,5.0,False
1248,T-b72962,A-410e86,25-04-2024,27-04-2024 13:00,61,medium,128,-1.0,False
1249,T-fb779c,A-5b1bcd,09-04-2024,11-04-2024 19:00,67,urgent,89,4.0,False
1250,T-b43d8e,A-3cc791,09-12-2024,09-12-2024 20:00,20,low,84,-1.0,False
1251,T-204881,A-671f31,24-07-2024,25-07-2024 04:00,28,urgent,80,5.0,False
1252,T-3d5a91,A-bb1eaa,12-09-2024,12-09-2024 06:00,6,urgent,78,5.0,False
1253,T-3aa7e7,A-69b156,28-02-2024,29-02-2024 09:00,33,low,96,-1.0,False
1254,T-c195e0,A-075038,15-10-2024,16-10-2024 13:00,37,high,4,3.0,False
1255,T-7dc53f,A-8b25f2,04-02-2024,04-02-2024 19:00,19,low,86,3.0,False
1256,T-1b9c71,A-f03140,11-02-2023,13-02-2023 04:00,52,high,79,-1.0,False
1257,T-921d17,A-eb2fdc,23-05-2023,24-05-2023 00:00,24,low,50,4.0,False
1258,T-16a224,A-4437e4,05-07-2024,06-07-2024 13:00,37,medium,134,-1.0,False
1259,T-95e4a6,A-4a4c2d,15-11-2024,16-11-2024 20:00,44,high,128,5.0,False
1260,T-c014ff,A-40de06,21-03-2023,23-03-2023 02:00,50,low,68,-1.0,False
1261,T-ca352f,A-22d9d2,24-04-2024,25-04-2024 07:00,31,high,140,4.0,False
1262,T-83656f,A-117171,19-12-2023,20-12-2023 10:00,34,low,33,4.0,False
1263,T-863c07,A-34d880,07-04-2023,08-04-2023 18:00,42,urgent,12,3.0,False
1264,T-aeb97e,A-922109,15-05-2023,15-05-2023 01:00,1,medium,151,-1.0,False
1265,T-56fa73,A-2e3bad,03-05-2023,05-05-2023 23:00,71,low,49,4.0,False
1266,T-519f79,A-702032,09-07-2024,09-07-2024 13:00,13,low,176,3.0,False
1267,T-5b3664,A-751c58,05-08-2024,05-08-2024 08:00,8,low,60,-1.0,False
1268,T-db5a57,A-66224b,17-10-2024,18-10-2024 22:00,46,high,43,5.0,False
1269,T-b52bf0,A-855a48,03-11-2023,04-11-2023 10:00,34,high,157,4.0,False
1270,T-3b9875,A-4a267b,09-05-2024,11-05-2024 04:00,52,urgent,168,-1.0,False
1271,T-ba77b3,A-bc87bc,31-10-2023,01-11-2023 00:00,24,high,136,-1.0,False
1272,T-762c9d,A-86902e,11-05-2024,12-05-2024 07:00,31,high,118,-1.0,False
1273,T-4b2bf5,A-e7a1e2,31-03-2024,01-04-2024 21:00,45,low,37,4.0,False
1274,T-49e4f6,A-a45270,22-10-2024,24-10-2024 09:00,57,high,46,4.0,False
1275,T-5bca42,A-0532a9,11-02-2023,11-02-2023 18:00,18,low,62,-1.0,False
1276,T-a2a84a,A-d792a6,30-03-2023,31-03-2023 21:00,45,medium,36,4.0,False
1277,T-53a3f9,A-2e4581,10-12-2024,10-12-2024 19:00,19,high,118,-1.0,False
1279,T-3830ca,A-5c9849,31-01-2024,02-02-2024 01:00,49,urgent,7,-1.0,False
1280,T-c18da8,A-7f6b86,19-07-2024,19-07-2024 02:00,2,high,91,-1.0,False
1281,T-4630ac,A-67be94,20-07-2023,21-07-2023 09:00,33,urgent,47,-1.0,False
1282,T-d65b5b,A-328bd0,06-03-2024,07-03-2024 23:00,47,medium,103,3.0,False
1283,T-539103,A-65a46c,19-06-2023,21-06-2023 20:00,68,urgent,134,3.0,False
1284,T-2b8a81,A-9affe6,05-07-2023,07-07-2023 02:00,50,urgent,12,3.0,False
1285,T-8416bb,A-9affe6,20-02-2024,22-02-2024 12:00,60,high,165,-1.0,False
1286,T-42efc2,A-2e3bad,08-01-2024,08-01-2024 23:00,23,high,159,-1.0,False
1287,T-0171b1,A-4a4c2d,09-05-2024,11-05-2024 06:00,54,high,153,4.0,False
1288,T-93c07c,A-17939a,01-08-2024,01-08-2024 08:00,8,low,152,4.0,False
1291,T-04c2d4,A-0dbdc6,15-08-2023,16-08-2023 13:00,37,low,86,-1.0,False
1293,T-aacbf9,A-7920cc,17-10-2023,18-10-2023 19:00,43,medium,160,-1.0,False
1294,T-ede109,A-de24d5,31-01-2023,02-02-2023 21:00,69,medium,165,-1.0,False
1295,T-578a17,A-5790f4,21-02-2024,24-02-2024 00:00,72,low,133,-1.0,True
1296,T-10521d,A-8ae3fc,20-02-2024,21-02-2024 04:00,28,urgent,110,3.0,False
1297,T-6816fd,A-d4ac0e,23-10-2024,23-10-2024 16:00,16,medium,28,3.0,False
1298,T-5d5c80,A-684255,12-04-2024,12-04-2024 10:00,10,urgent,153,4.0,False
1299,T-454c29,A-c43359,14-03-2023,15-03-2023 22:00,46,urgent,176,-1.0,False
1300,T-6bfc83,A-bc87bc,26-12-2023,28-12-2023 01:00,49,urgent,59,4.0,False
1301,T-74476f,A-bb3bd4,22-05-2023,24-05-2023 05:00,53,low,145,-1.0,False
1302,T-a89311,A-44dc83,07-11-2023,09-11-2023 17:00,65,urgent,93,4.0,False
1303,T-b9e950,A-bd4708,12-10-2023,12-10-2023 11:00,11,low,151,4.0,False
1304,T-c4a1cf,A-1e1b80,16-05-2024,17-05-2024 19:00,43,urgent,59,3.0,False
1305,T-5b26fc,A-fd9422,30-03-2024,31-03-2024 06:00,30,medium,47,3.0,False
1306,T-82577a,A-56962b,19-02-2024,19-02-2024 13:00,13,low,117,-1.0,False
1307,T-116765,A-c4ea60,23-05-2024,23-05-2024 20:00,20,urgent,65,4.0,False
1308,T-2ac4b6,A-779e4e,09-07-2023,09-07-2023 22:00,22,low,36,3.0,False
1309,T-bdc16a,A-9077b0,01-03-2023,03-03-2023 03:00,51,high,53,5.0,False
1310,T-d03843,A-883b7d,25-01-2024,25-01-2024 18:00,18,urgent,14,-1.0,False
1311,T-17f85e,A-bece89,24-02-2024,25-02-2024 11:00,35,urgent,133,3.0,False
1312,T-ce4793,A-40906c,01-11-2024,03-11-2024 18:00,66,urgent,60,4.0,False
1314,T-d3800a,A-5a3eb9,04-07-2023,05-07-2023 03:00,27,urgent,49,-1.0,False
1315,T-50cda9,A-700ade,01-03-2024,01-03-2024 17:00,17,urgent,117,5.0,False
1316,T-ee1ef3,A-b11cd0,08-10-2024,10-10-2024 18:00,66,medium,141,3.0,False
1317,T-0aca85,A-8bde0c,08-07-2024,08-07-2024 13:00,13,medium,153,4.0,False
1318,T-22968c,A-0cc442,23-05-2023,24-05-2023 07:00,31,low,21,-1.0,False
1319,T-f0ac4b,A-4437e4,17-01-2024,19-01-2024 08:00,56,high,15,3.0,True
1320,T-f660fd,A-526d93,21-02-2024,23-02-2024 15:00,63,urgent,161,-1.0,False
1321,T-772188,A-fda07f,03-08-2024,03-08-2024 10:00,10,urgent,68,5.0,False
1322,T-b181e3,A-65c341,26-10-2023,28-10-2023 21:00,69,urgent,25,-1.0,False
1323,T-d01651,A-7988d1,28-11-2023,30-11-2023 04:00,52,urgent,61,5.0,False
1324,T-2422ea,A-526d93,14-04-2024,16-04-2024 15:00,63,high,49,4.0,False
1325,T-7929a5,A-c16b88,09-04-2024,11-04-2024 08:00,56,high,158,3.0,False
1326,T-34db33,A-625d0b,19-11-2024,21-11-2024 05:00,53,medium,21,-1.0,False
1327,T-e58f06,A-7f4db3,08-06-2024,09-06-2024 05:00,29,high,155,3.0,True
1328,T-5ed6b6,A-d42431,28-09-2023,28-09-2023 10:00,10,urgent,176,-1.0,False
1329,T-e9516d,A-1986ca,03-04-2023,04-04-2023 00:00,24,urgent,107,-1.0,False
1330,T-0016ab,A-560d27,30-03-2023,01-04-2023 19:00,67,medium,58,3.0,False
1331,T-f4724a,A-068fc6,21-09-2023,22-09-2023 22:00,46,urgent,104,4.0,False
1332,T-9b56ac,A-69b156,20-08-2024,20-08-2024 22:00,22,medium,156,3.0,False
1333,T-699684,A-c42f1f,30-01-2024,01-02-2024 09:00,57,medium,140,4.0,False
1334,T-cd31c2,A-0651a4,21-07-2023,22-07-2023 23:00,47,high,9,-1.0,False
1335,T-133e5c,A-17939a,16-08-2023,18-08-2023 23:00,71,urgent,85,4.0,False
1336,T-afb7aa,A-f45426,02-05-2023,02-05-2023 02:00,2,urgent,25,-1.0,False
1337,T-b91fc6,A-d922bf,01-09-2023,04-09-2023 00:00,72,high,175,4.0,False
1338,T-cbdb70,A-f1f639,12-11-2023,12-11-2023 15:00,15,medium,167,-1.0,False
1339,T-87b6c4,A-716841,01-07-2023,02-07-2023 13:00,37,medium,119,-1.0,False
1340,T-d9e61f,A-b54c01,20-05-2023,22-05-2023 07:00,55,low,48,-1.0,False
1341,T-5b0a56,A-78f02b,24-07-2024,26-07-2024 20:00,68,medium,42,-1.0,False
1342,T-e7c6b3,A-51ec1b,28-11-2023,29-11-2023 04:00,28,medium,171,5.0,False
1343,T-016258,A-ed510f,15-06-2023,17-06-2023 03:00,51,low,48,-1.0,False
1344,T-7935c3,A-d4e0d4,30-11-2023,02-12-2023 08:00,56,low,114,5.0,False
1345,T-f7a0c0,A-544d0a,19-04-2024,21-04-2024 02:00,50,urgent,35,3.0,True
1346,T-288bdf,A-038089,21-12-2023,22-12-2023 15:00,39,high,102,5.0,False
1347,T-ccab6b,A-adc1f3,23-01-2023,25-01-2023 22:00,70,high,129,-1.0,False
1348,T-a3d4db,A-0aaf6e,09-02-2023,09-02-2023 12:00,12,medium,38,-1.0,False
1349,T-61605e,A-671f31,30-05-2023,31-05-2023 01:00,25,medium,68,4.0,False
1350,T-63500c,A-bc4d48,06-09-2023,08-09-2023 15:00,63,high,4,3.0,False
1351,T-0ae05a,A-7cfe77,14-04-2023,14-04-2023 01:00,1,medium,38,-1.0,False
1352,T-6a8698,A-117171,14-09-2023,14-09-2023 13:00,13,medium,59,3.0,False
1353,T-00b930,A-bbe56f,09-10-2024,09-10-2024 23:00,23,high,179,4.0,False
1354,T-a289f8,A-2446e3,09-05-2024,12-05-2024 00:00,72,medium,55,5.0,False
1355,T-65b231,A-a6d261,11-09-2023,13-09-2023 14:00,62,low,137,5.0,True
1356,T-4f5aab,A-186a44,08-06-2024,08-06-2024 19:00,19,high,35,4.0,False
1357,T-67eb6f,A-712f1c,09-08-2024,11-08-2024 03:00,51,urgent,46,-1.0,False
1358,T-87a53c,A-2d4502,25-03-2023,25-03-2023 13:00,13,medium,45,-1.0,False
1359,T-1c81a5,A-1f7acb,18-04-2023,19-04-2023 18:00,42,high,40,5.0,False
1360,T-de8424,A-f1f639,29-12-2023,29-12-2023 03:00,3,low,19,-1.0,False
1361,T-ec6d18,A-4e0e85,30-09-2024,02-10-2024 08:00,56,high,110,5.0,False
1362,T-699941,A-7d514c,28-03-2024,29-03-2024 19:00,43,urgent,23,-1.0,False
1363,T-1e5e13,A-249769,24-07-2024,24-07-2024 16:00,16,high,180,3.0,False
1364,T-687ec1,A-0dbdc6,10-10-2024,12-10-2024 12:00,60,high,65,5.0,False
1365,T-88702a,A-50f3f7,06-01-2023,06-01-2023 16:00,16,high,13,-1.0,False
1366,T-3196fb,A-dfbd31,25-10-2024,25-10-2024 18:00,18,high,68,-1.0,False
1367,T-4e7b8f,A-e51ec7,08-06-2023,10-06-2023 03:00,51,medium,94,-1.0,False
1368,T-0652b3,A-cbbe12,18-09-2024,18-09-2024 23:00,23,urgent,53,5.0,False
1369,T-c50b96,A-149a69,02-03-2023,03-03-2023 07:00,31,urgent,141,-1.0,False
1371,T-399dc3,A-462d45,15-12-2024,16-12-2024 05:00,29,medium,127,-1.0,False
1372,T-73a01a,A-2789e3,22-12-2024,23-12-2024 09:00,33,medium,140,-1.0,False
1373,T-f07874,A-cb5333,06-09-2023,06-09-2023 20:00,20,urgent,89,-1.0,False
1374,T-d8b95c,A-82861f,29-03-2024,29-03-2024 06:00,6,urgent,5,4.0,False
1375,T-88d958,A-4c6f11,18-06-2023,20-06-2023 12:00,60,urgent,2,3.0,False
1376,T-fa61ed,A-5c046d,08-03-2024,08-03-2024 13:00,13,low,128,3.0,False
1377,T-0b025f,A-c37cab,15-02-2024,16-02-2024 03:00,27,high,87,5.0,False
1378,T-8ab508,A-0f7d77,27-07-2023,27-07-2023 13:00,13,high,82,-1.0,False
1379,T-be7c14,A-34ea2f,09-10-2024,10-10-2024 01:00,25,low,77,-1.0,False
1380,T-217098,A-2d1036,17-06-2024,19-06-2024 02:00,50,low,8,5.0,False
1381,T-80157c,A-6f50ae,02-11-2024,04-11-2024 01:00,49,urgent,46,-1.0,False
1382,T-67c060,A-883b7d,22-10-2024,23-10-2024 19:00,43,low,72,3.0,False
1383,T-d3b3e1,A-de24d5,13-03-2023,13-03-2023 09:00,9,medium,152,-1.0,False
1384,T-c79d58,A-463db0,24-12-2024,26-12-2024 01:00,49,medium,32,4.0,False
1385,T-4f391f,A-86fc1d,15-04-2024,15-04-2024 09:00,9,high,59,-1.0,False
1386,T-fa6044,A-f1f639,26-09-2023,26-09-2023 19:00,19,high,124,5.0,False
1387,T-617256,A-6843f2,25-12-2023,25-12-2023 12:00,12,medium,134,3.0,False
1388,T-81da6c,A-337bc1,21-11-2024,22-11-2024 13:00,37,high,78,3.0,False
1389,T-637137,A-2b9d3e,28-08-2023,29-08-2023 09:00,33,high,68,-1.0,False
1390,T-837699,A-751bd4,22-02-2024,22-02-2024 21:00,21,urgent,174,5.0,True
1391,T-2748bc,A-0e966d,16-01-2024,18-01-2024 13:00,61,high,73,-1.0,False
1392,T-538074,A-6a4e2d,20-04-2024,20-04-2024 22:00,22,low,156,4.0,False
1393,T-7480c9,A-4f18f0,05-01-2023,06-01-2023 07:00,31,low,39,-1.0,False
1394,T-0d0fed,A-ff79f2,30-12-2023,31-12-2023 13:00,37,medium,29,-1.0,False
1395,T-a64b83,A-f97b9a,19-04-2023,19-04-2023 02:00,2,urgent,121,4.0,False
1396,T-563a64,A-b9f5b1,20-08-2023,21-08-2023 01:00,25,medium,15,3.0,False
1397,T-2cb775,A-e351e1,04-10-2024,04-10-2024 02:00,2,low,101,4.0,False
1398,T-c83359,A-9208f0,17-07-2023,17-07-2023 20:00,20,low,25,3.0,False
1399,T-47a586,A-c43359,10-09-2023,10-09-2023 02:00,2,high,43,4.0,False
1400,T-948932,A-afa505,14-03-2023,15-03-2023 12:00,36,low,116,-1.0,False
1401,T-87bb00,A-c70870,18-08-2024,19-08-2024 00:00,24,medium,62,3.0,False
1402,T-fd629f,A-dcc3f1,23-08-2024,23-08-2024 17:00,17,high,52,-1.0,False
1403,T-04dbe2,A-22d9d2,16-07-2024,16-07-2024 14:00,14,urgent,25,-1.0,False
1404,T-b55b60,A-659280,25-08-2024,25-08-2024 22:00,22,low,50,5.0,False
1405,T-0721f7,A-a1b80b,25-07-2024,26-07-2024 12:00,36,low,15,5.0,False
1406,T-394a48,A-296d7c,14-05-2023,16-05-2023 19:00,67,low,170,-1.0,False
1407,T-9d7afa,A-86fc1d,16-03-2024,16-03-2024 19:00,19,urgent,30,-1.0,False
1408,T-207054,A-331424,30-03-2023,31-03-2023 05:00,29,medium,43,-1.0,False
1409,T-f8e692,A-ed510f,18-07-2023,19-07-2023 02:00,26,low,110,4.0,False
1410,T-80126f,A-94d3da,23-11-2024,23-11-2024 16:00,16,urgent,52,3.0,False
1411,T-bcd0eb,A-b3fe05,12-04-2023,13-04-2023 23:00,47,high,173,3.0,False
1412,T-53266e,A-337bc1,03-05-2024,05-05-2024 05:00,53,high,30,5.0,True
1413,T-2e22ae,A-69b156,11-02-2023,12-02-2023 04:00,28,high,8,-1.0,False
1414,T-c42d1d,A-fd9422,22-12-2024,24-12-2024 04:00,52,urgent,79,4.0,False
1415,T-3ec5db,A-8ed5dd,20-05-2023,22-05-2023 00:00,48,urgent,84,3.0,False
1416,T-55400f,A-84ebe4,20-12-2024,20-12-2024 05:00,5,medium,133,4.0,False
1417,T-32884f,A-18793f,09-08-2023,10-08-2023 20:00,44,high,5,5.0,False
1418,T-9b7861,A-c16101,29-08-2023,30-08-2023 13:00,37,high,23,5.0,False
1419,T-9efe75,A-55f257,12-07-2024,14-07-2024 17:00,65,low,13,5.0,False
1420,T-e4d183,A-44dc83,15-09-2024,16-09-2024 00:00,24,low,6,5.0,False
1421,T-96c05e,A-02fac6,16-09-2023,16-09-2023 10:00,10,medium,53,-1.0,False
1422,T-7e7eb8,A-d77f4c,30-06-2024,02-07-2024 06:00,54,low,68,3.0,False
1423,T-8b710d,A-b179bf,28-02-2023,28-02-2023 09:00,9,low,6,-1.0,False
1424,T-50ec38,A-de58ca,15-09-2024,16-09-2024 18:00,42,high,127,3.0,False
1425,T-ad5952,A-202b67,10-11-2023,10-11-2023 08:00,8,urgent,23,5.0,False
1426,T-7ebbcc,A-ba6516,18-06-2024,18-06-2024 15:00,15,urgent,71,-1.0,False
1427,T-4f7055,A-e61e98,16-04-2023,17-04-2023 17:00,41,urgent,117,3.0,False
1428,T-cc8d03,A-69fad4,19-07-2024,20-07-2024 22:00,46,medium,22,3.0,False
1429,T-c30d17,A-7988d1,07-09-2024,07-09-2024 09:00,9,low,104,5.0,False
1430,T-f443cd,A-dcc3f1,31-08-2024,01-09-2024 15:00,39,urgent,86,3.0,False
1431,T-ebb763,A-f44180,08-04-2024,10-04-2024 13:00,61,urgent,89,5.0,False
1432,T-34ad09,A-fabe19,01-03-2023,02-03-2023 23:00,47,urgent,37,-1.0,False
1433,T-5c2e35,A-034368,11-01-2023,12-01-2023 09:00,33,urgent,123,-1.0,False
1434,T-afa081,A-9123ac,22-11-2024,24-11-2024 15:00,63,medium,105,3.0,False
1435,T-367fe2,A-f17767,21-05-2023,22-05-2023 15:00,39,medium,125,3.0,False
1436,T-ef7c2f,A-94d3da,05-02-2023,06-02-2023 19:00,43,urgent,139,3.0,False
1437,T-9ff2ab,A-32fb14,27-05-2024,27-05-2024 17:00,17,urgent,10,-1.0,False
1438,T-b6fed7,A-798a3f,19-12-2023,20-12-2023 21:00,45,high,9,-1.0,False
1439,T-16818f,A-139c3b,15-12-2024,16-12-2024 18:00,42,medium,131,4.0,False
1440,T-a41057,A-22f2df,24-04-2023,25-04-2023 01:00,25,high,131,-1.0,False
1441,T-152c1d,A-779e4e,03-11-2024,04-11-2024 16:00,40,urgent,171,5.0,False
1442,T-f17009,A-309e54,24-09-2024,26-09-2024 04:00,52,medium,71,-1.0,False
1443,T-d6943a,A-76fa4d,09-07-2023,09-07-2023 14:00,14,low,86,5.0,False
1444,T-7a84fc,A-5a215a,13-09-2024,14-09-2024 00:00,24,low,4,5.0,False
1445,T-000c31,A-3ce5b8,05-04-2024,05-04-2024 21:00,21,urgent,65,-1.0,False
1446,T-f5f28c,A-9badbd,07-09-2024,08-09-2024 10:00,34,low,149,5.0,False
1447,T-1b7a8e,A-a7bd4b,11-11-2023,12-11-2023 04:00,28,urgent,169,-1.0,False
1448,T-964182,A-104f1a,08-04-2024,08-04-2024 11:00,11,medium,19,3.0,True
1449,T-fb59aa,A-e08cd3,29-04-2024,29-04-2024 14:00,14,high,96,-1.0,False
1450,T-49e572,A-59f724,19-09-2024,20-09-2024 02:00,26,medium,48,5.0,False
1451,T-173d0c,A-f1f639,29-05-2024,30-05-2024 17:00,41,high,19,5.0,False
1452,T-9cbdc5,A-c222ab,28-10-2024,28-10-2024 09:00,9,medium,18,-1.0,False
1453,T-534a33,A-5c9849,07-12-2023,09-12-2023 05:00,53,low,12,-1.0,True
1454,T-b87a5a,A-b7724f,24-07-2024,25-07-2024 19:00,43,low,175,-1.0,False
1455,T-76d301,A-e4144b,29-03-2024,31-03-2024 07:00,55,urgent,178,4.0,False
1456,T-7d5bb9,A-c58f49,18-09-2024,20-09-2024 04:00,52,urgent,31,-1.0,True
1457,T-ad72a6,A-342303,03-03-2024,03-03-2024 10:00,10,high,10,-1.0,False
1458,T-370b82,A-712426,24-11-2023,26-11-2023 01:00,49,low,87,5.0,False
1459,T-913bc6,A-600734,02-11-2023,03-11-2023 06:00,30,urgent,117,-1.0,False
1460,T-262c36,A-86902e,19-05-2023,21-05-2023 19:00,67,medium,165,-1.0,False
1461,T-b685e1,A-02cd81,12-03-2024,13-03-2024 13:00,37,medium,111,-1.0,False
1462,T-1a19ef,A-2d1036,19-09-2024,19-09-2024 20:00,20,medium,98,5.0,True
1463,T-85c450,A-439b2f,05-01-2023,05-01-2023 05:00,5,low,67,-1.0,False
1464,T-b0063c,A-8b0451,17-02-2024,17-02-2024 23:00,23,high,111,3.0,False
1465,T-a0d060,A-9208f0,04-01-2023,04-01-2023 12:00,12,low,18,-1.0,False
1466,T-93f669,A-443f6f,29-10-2024,30-10-2024 12:00,36,high,154,-1.0,False
1467,T-34deb3,A-53f4e3,16-05-2024,18-05-2024 02:00,50,high,150,-1.0,False
1468,T-57f1af,A-432483,20-09-2024,22-09-2024 03:00,51,urgent,128,-1.0,False
1469,T-ba59c1,A-bbc346,05-09-2024,07-09-2024 03:00,51,medium,156,5.0,False
1470,T-7917a1,A-8ed5dd,09-06-2024,10-06-2024 16:00,40,high,125,-1.0,False
1471,T-d532cc,A-4f18f0,04-08-2024,05-08-2024 10:00,34,low,34,4.0,False
1472,T-de7b56,A-6f8ad2,15-11-2024,17-11-2024 11:00,59,medium,3,5.0,False
1473,T-9890b1,A-96bbc6,24-03-2023,26-03-2023 16:00,64,high,58,4.0,False
1475,T-d97c4e,A-e5d6ab,10-07-2023,12-07-2023 02:00,50,high,9,-1.0,False
1476,T-810e51,A-eb7c38,14-07-2024,14-07-2024 05:00,5,low,83,4.0,False
1477,T-a8d3cc,A-e98302,25-11-2024,26-11-2024 18:00,42,urgent,57,4.0,False
1478,T-1ce392,A-ad3abd,28-12-2023,29-12-2023 01:00,25,urgent,164,3.0,False
1479,T-8f5672,A-c37601,19-10-2023,21-10-2023 11:00,59,urgent,5,-1.0,False
1480,T-4fa65e,A-a09355,03-06-2024,03-06-2024 18:00,18,urgent,55,-1.0,False
1481,T-8d66fe,A-d40bf7,04-01-2023,05-01-2023 03:00,27,urgent,171,5.0,False
1482,T-788eff,A-029f69,18-04-2024,19-04-2024 11:00,35,urgent,131,3.0,False
1483,T-3b516f,A-1b7577,22-05-2023,22-05-2023 19:00,19,urgent,167,5.0,False
1484,T-30c6e3,A-eb2fdc,17-11-2023,18-11-2023 03:00,27,low,30,5.0,False
1485,T-052718,A-241e75,12-02-2023,12-02-2023 08:00,8,medium,69,4.0,False
1486,T-08c89b,A-309e54,27-04-2024,28-04-2024 12:00,36,urgent,82,3.0,False
1488,T-20a128,A-7988d1,26-11-2024,27-11-2024 21:00,45,urgent,31,3.0,False
1489,T-d23a9b,A-ad296b,22-07-2023,23-07-2023 07:00,31,urgent,95,5.0,False
1490,T-c55d61,A-8ed5dd,21-03-2023,21-03-2023 06:00,6,high,8,4.0,False
1491,T-2626fb,A-67be94,04-05-2024,04-05-2024 14:00,14,high,168,-1.0,False
1492,T-8ed20f,A-54d94a,15-08-2023,15-08-2023 18:00,18,medium,78,-1.0,False
1493,T-01dc5a,A-fd9422,10-03-2024,12-03-2024 22:00,70,urgent,115,4.0,True
1494,T-279c10,A-1e6fc3,09-07-2023,10-07-2023 09:00,33,high,149,-1.0,False
1495,T-a48070,A-856b1e,10-02-2024,11-02-2024 14:00,38,low,111,-1.0,True
1496,T-aa897f,A-751c58,03-11-2024,04-11-2024 17:00,41,low,93,5.0,False
1497,T-48d493,A-8145a0,26-10-2024,27-10-2024 15:00,39,medium,122,4.0,False
